Bus Name,Addr 1,Addr 2,"City, State Zip",Dist,Map
"CVS ALBANY, L.L.C.",44 NORTH CENTRAL AVENUE,,"VALLEY STREAM, NY 11580",55 miles,Map
"CVS ALBANY, L.L.C.",153-01 10TH AVENUE,,"WHITESTONE, NY 11357",61 miles,Map
HARPELL CHEMISTS INC,12-65 150TH ST,,"WHITESTONE, NY 11357",62 miles,Map
FRANHILL PHARMACY LLC,20419 HILLSIDE AVE,,"HOLLIS, NY 11423",58 miles,Map
"GENOVESE DRUG STORES, INC.",23 EAST PARK AVENUE,,"LONG BEACH, NY 11561",52 miles,Map
"RITE AID DRUG PALACE, INC.",222-14 LINDEN BOULEVARD,,"CAMBRIA HEIGHTS, NY 11411",57 miles,Map
"WALGREEN EASTERN CO., INC.",109-62 FRANCIS LEWIS BLVD,,"QUEENS VILLAGE, NY 11429",58 miles,Map
"CAMIA DRUGS, INC.",45-02 162ND STREET,,"FLUSHING, NY 11358",61 miles,Map
"WALGREEN EASTERN CO., INC.",6962 188TH ST,,"FRESH MEADOWS, NY 11365",60 miles,Map
BAKERS DRUGS LLC,20543 LINDEN BLVD,,"SAINT ALBANS, NY 11412",58 miles,Map
HANA PHARMACY INC,29-26 UNION ST.,,"FLUSHING, NY 11354",63 miles,Map
"RITE AID OF NEW YORK, INC.",144-29 NORTHERN BOULEVARD,,"FLUSHING, NY 11354",62 miles,Map
MOSES PHARMACY INC,45-12 PARSONS BLVD,,"FLUSHING, NY 11355",62 miles,Map
"CVS ALBANY, L.L.C.",1220 PENINSULA BLVD.,,"HEWLETT, NY 11557",56 miles,Map
THE STOP & SHOP SUPERMARKET COMPANY LLC,31-06 FARRINGTON STREET,,"FLUSHING, NY 11354",63 miles,Map
"WALGREEN EASTERN CO., INC.",1401 COLLEGE POINT BLVD,,"COLLEGE POINT, NY 11356",64 miles,Map
DUANE READE,13602 ROOSEVELT AVENUE,,"FLUSHING, NY 11354",63 miles,Map
"RITE AID OF NEW YORK, INC.",245-14 FRANCIS LEWIS BLVD,,"ROSEDALE, NY 11422",57 miles,Map
KIOSK FLUSHING PHARMACY INC.,41-01 KISSENA BLVD,,"FLUSHING, NY 11355",63 miles,Map
J & D CHEMISTS INC,945 ROSEDALE RD,,"VALLEY STREAM, NY 11581",57 miles,Map
"COMPREHENSIVE CHEMISTS, INC.",69-21 164TH ST,STORE # 3,"FLUSHING, NY 11365",61 miles,Map
"THE STOP & SHOP SUPERMARKET COMPANY, LLC.",134-40 SPRINGFIELD BLVD,,"SPRINGFIELD GARDENS, NY 11413",58 miles,Map
"CVS ALBANY, L.L.C.",929 BROADWAY,,"WOODMERE, NY 11598",56 miles,Map
INDAAZ INC.,16901 HILLSIDE AVE,,"JAMAICA, NY 11432",61 miles,Map
"AL-MAMOOR PHARMACY, INC.",169-18 HILLSIDE AVE,,"JAMAICA, NY 11432",61 miles,Map
MEDICMASTERS PHARMACY &SURGICAL SUPPLIES INC.,169-26 JAMAICA AVE,,"JAMAICA, NY 11432",60 miles,Map
"CVS ALBANY, L.L.C.",3775 E. TREMONT AVE.,,"BRONX, NY 10465",62 miles,Map
"CVS ALBANY, L.L.C.",310 WEST PARK AVENUE,,"LONG BEACH, NY 11561",55 miles,Map
"RITE AID OF NEW YORK, INC.",115-10 MERRICK BOULEVARD,,"JAMAICA, NY 11434",60 miles,Map
"CVS ALBANY, L.L.C.",170-05 LINDEN BLVD.,,"JAMAICA, NY 11434",60 miles,Map
S & M PHARMACY INC,68-50 MAIN STREET,,"FLUSHING, NY 11367",63 miles,Map
L.I. EZRA APOTHECARY LTD,690 CENTRAL AVE,,"CEDARHURST, NY 11516",57 miles,Map
JPPA PHARMACY INC,149-19 UNION TPKE,,"FLUSHING, NY 11367",62 miles,Map
AVONORA INC,14901 UNION TPKE,,"FLUSHING, NY 11367",62 miles,Map
SKYLIGHT PHARMACY INC,15334 HILLSIDE AVE,,"JAMAICA, NY 11432",61 miles,Map
THE STOP & SUPERMARKET CO,25 WATERFRONT PLACE,,"PORT CHESTER, NY 10573",55 miles,Map
CENTRAL AID PHARMACY INC,546 CENTRAL AVE,,"CEDARHURST, NY 11516",57 miles,Map
"RITE AID OF NEW YORK, INC.",3700-06 JUNCTION BOULEVARD,,"FLUSHING, NY 11368",64 miles,Map
"WALGREEN EASTERN CO., INC.",12704 GUY R BREWER BLVD,,"JAMAICA, NY 11434",60 miles,Map
"CVS ALBANY, L.L.C.",1121 BOSTON POST ROAD,,"RYE, NY 10580",56 miles,Map
CASTLE HILL DRUGS INC.,674 CASTLE HILLS AVE,,"BRONX, NY 10473",64 miles,Map
"CVS ALBANY, L.L.C.","116 WASHINGTON AVE., #128",,"CEDARHURST, NY 11516",58 miles,Map
NY DRUGS INC,CASTLE HILL COMMUNITY PHARMACY,706 CASTLE HILL AVENUE,"BRONX, NY 10473",64 miles,Map
SOL'S 4 PHARMACY INC,10718 37TH DR,,"CORONA, NY 11368",65 miles,Map
PARSHA CORPORATION,11434 SUTPHIN BLVD,,"JAMAICA, NY 11434",61 miles,Map
"CVS ALBANY, L.L.C.",1100 EAST BOSTON POST ROAD,,"MAMARONECK, NY 10543",57 miles,Map
"WALGREEN EASTERN CO., INC.",103-14 ROOSEVELT AVE,,"CORONA, NY 11368",65 miles,Map
AIIE CORP,120-84 QUEENS BLVD,,"KEW GARDENS, NY 11415",63 miles,Map
ASCAN PHARMACY INC.,11215 72ND RD APT LL5,,"FOREST HILLS, NY 11375",64 miles,Map
MODERN PHARMACY INCORPORATED,9502 VAN WYCK EXPY,,"SOUTH RICHMOND HILL, NY 11419",62 miles,Map
"CVS ALBANY, L.L.C.",253 SOUTH RIDGE ST,WASHINGTON PARK PLZ,"RYE BROOK, NY 10573",56 miles,Map
"CVS ALBANY, L.L.C.",21 CHATSWORTH AVENUE,,"LARCHMONT, NY 10538",59 miles,Map
"WALGREEN EASTERN CO., INC.",104-25-31 QUEENS BLV,,"FOREST HILLS, NY 11375",64 miles,Map
"WALGREEN EASTERN CO., INC.",11088 QUEENS BLVD.,,"FOREST HILLS, NY 11375",64 miles,Map
"CVS ALBANY, L.L.C.",182 SOUTH RIDGE ST,,"RYE BROOK, NY 10573",56 miles,Map
"CVS ALBANY, L.L.C.",1310 BOSTON POST RD,FERNDALE S/C,"LARCHMONT, NY 10538",59 miles,Map
"CVS ALBANY, L.L.C.",85-29 126TH STREET,,"KEW GARDENS, NY 11415",63 miles,Map
TROTTA'S WEST STREET PHAR INC,15 HALSTEAD AVE,,"HARRISON, NY 10528",58 miles,Map
LONG ISLAND JEWISH MEDICAL CENTER,102-01 66TH RD,,"FOREST HILLS, NY 11375",64 miles,Map
"CVS ALBANY, L.L.C.",530 BURNSIDE AVENUE,,"INWOOD, NY 11096",59 miles,Map
"GENOVESE DRUG STORES, INC.",2748 EAST. TREMONT AVE.,,"BRONX, NY 10461",64 miles,Map
"CVS ALBANY, L.L.C.",309 MAIN ST.,,"NEW ROCHELLE, NY 10801",60 miles,Map
PARKARE PHARMACY INC,2158 STARLING AVE,,"BRONX, NY 10462",64 miles,Map
"CVS ALBANY, L.L.C.",100-02 QUEENS BOULEVARD,,"FOREST HILLS, NY 11375",65 miles,Map
BLONDELL RX NY LLC,1642 EASTCHESTER RD,,"BRONX, NY 10461",64 miles,Map
"CVS ALBANY, L.L.C.",16 WEYMAN AVE.,,"NEW ROCHELLE, NY 10805",61 miles,Map
LARCHMONT PHARMACY LLC,2141 PALMER AVE,,"LARCHMONT, NY 10538",60 miles,Map
STOP & SHOP PHARMACY,2136 BARTOW AVE.,,"BRONX, NY 10475",63 miles,Map
"ARX, ACCURATE RX SPECIALTY PHARMACY, CORP.",85-48 118TH ST,,"KEW GARDENS, NY 11415",63 miles,Map
TOP CHOICE PHARMACY CORP,97-06 QUEENS BLVD.,,"REGO PARK, NY 11374",65 miles,Map
"RITE AID OF NEW YORK, INC.",95-14 63RD DRIVE,,"REGO PARK, NY 11374",65 miles,Map
"RITE AID OF NEW YORK, INC.",2063 BARTOW AVENUE,,"BRONX, NY 10475",63 miles,Map
"RITE AID OF NEW YORK, INC.",2426-34 EASTCHESTER ROAD,,"BRONX, NY 10469",64 miles,Map
"WALGREEN EASTERN CO., INC.",691 CO-OP CITY BLVD,UNIT L,"BRONX, NY 10475",63 miles,Map
THE STOP & SHOP SUPERMARKET COMPANY LLC,691 CO OP CITY BLVD,,"BRONX, NY 10475",63 miles,Map
DREISER MALL PHARMACY LLC,133 DREISER LOOP,,"BRONX, NY 10475",63 miles,Map
"WALGREEN EASTERN CO., INC.",119-02 ROCKAWAY BLVD.,,"SOUTH OZONE PARK, NY 11420",63 miles,Map
"RITE AID OF NEW YORK, INC.",911 MORRIS PARK AVENUE,,"BRONX, NY 10462",65 miles,Map
"CVS ALBANY, L.L.C.",1916 WILLIAMSBRIDGE ROAD,,"BRONX, NY 10461",65 miles,Map
CAREWELL INC.,111-14 LIBERTY AVE,,"RICHMOND HILL, NY 11419",63 miles,Map
"RITE AID OF NEW YORK, INC.",109-07 101ST AVENUE,,"JAMAICA, NY 11419",64 miles,Map
"CVS ALBANY, L.L.C.",577 NORTH AVENUE,,"NEW ROCHELLE, NY 10801",61 miles,Map
ARDENT PHARMACY INC.,987-989 ALLERTON AVENUE,,"BRONX, NY 10469",64 miles,Map
"GENOVESE DRUG STORES, INC.",102-30 ATLANTIC AVENUE,,"OZONE PARK, NY 11416",64 miles,Map
CHARMAR INC,781 LYDIG AVE,,"BRONX, NY 10462",65 miles,Map
"CVS ALBANY, L.L.C.",271 BEACH 20TH STREET,,"FAR ROCKAWAY, NY 11691",60 miles,Map
ATLAS PHARMACY LLC,92-13 JAMAICA AVE,,"WOODHAVEN, NY 11421",65 miles,Map
"CVS ALBANY, L.L.C.",97-01 LIBERTY AVE.,,"OZONE PARK, NY 11417",64 miles,Map
"THE STOP & SHOP SUPERMARKET COMPANY, LLC.",92-10 ATLANTIC AVENUE,,"OZONE PARK, NY 11416",65 miles,Map
"RITE AID OF NEW YORK, INC.",89-10 JAMAICA AVENUE,,"WOODHAVEN, NY 11421",65 miles,Map
"CVS ALBANY, L.L.C.",211 EAST SANDFORD BLVD.,,"MOUNT VERNON, NY 10550",63 miles,Map
HEALTHMAX CORPORATION,80-07 JAMAICA AVE,,"WOODHAVEN, NY 11421",65 miles,Map
"RITE AID OF NEW YORK, INC.",1179 EAST 233RD STREET,,"BRONX, NY 10466",64 miles,Map
"RITE AID OF NEW YORK, INC.",901 EAST GUN HILL ROAD,,"BRONX, NY 10469",65 miles,Map
"CONNECTICUT CVS PHARMACY, L.L.C.",519 BOSTON POST RD.,,"OLD SAYBROOK, CT 06475",59 miles,Map
"CVS ALBANY, L.L.C.",157-05 CROSS BAY BLVD.,,"HOWARD BEACH, NY 11414",64 miles,Map
"WALGREEN EASTERN CO., INC.",4232 BAYCHESTER AVE,,"BRONX, NY 10466",65 miles,Map
CROSSBAY CHEMISTS CORP,157-02 CROSSBAY BLVD,,"HOWARD BEACH, NY 11414",64 miles,Map
"CVS ALBANY, L.L.C.",1296 NORTH AVE.,,"NEW ROCHELLE, NY 10804",62 miles,Map
HOWARD BEACH APOTHECARY INC.,15840 CROSSBAY BLVD,,"HOWARD BEACH, NY 11414",64 miles,Map
"WALGREEN EASTERN CO., INC.",16040 CROSS BAY BLVD,,"HOWARD BEACH, NY 11414",64 miles,Map
NOOR PHARMA LLC,74-01 101ST AVE,,"OZONE PARK, NY 11416",66 miles,Map
"WALGREEN EASTERN CO., INC.",1242 LIBERTY AVE.,,"BROOKLYN, NY 11208",66 miles,Map
"GENOVESE DRUG STORES, INC.",47 EAST PROSPECT AVENUE,,"MT VERNON, NY 10550",64 miles,Map
"RITE AID OF NEW YORK, INC.",4159 WHITE PLAINS ROAD,,"BRONX, NY 10466",65 miles,Map
LINDENWOOD RX CENTER INC,1380 LORING AVE,C/O PHARMACY,"BROOKLYN, NY 11208",66 miles,Map
ALLURE SPECIALTY PHARMACY,4377 BRONX BLVD,,"BRONX, NY 10466",65 miles,Map
HEALTH CENTER PHARMACY,6200 BEACH CHANNEL DR,,"ARVERNE, NY 11692",63 miles,Map
"CVS ALBANY, L.L.C.",24 WEST GRAND STREET,,"MOUNT VERNON, NY 10552",64 miles,Map
"CVS ALBANY, L.L.C.",375 WHITE PLAINS ROAD,,"EASTCHESTER, NY 10709",64 miles,Map
"CVS ALBANY, L.L.C.",850 BRONX RIVER RD,18 FLEETWOOD PLAZA,"YONKERS, NY 10708",65 miles,Map
THE STOP & SHOP SUPERMARKET COMPANY LLC,70-20 ROCKWAY BEACH BLVD.,,"ARVERNE, NY 11692",63 miles,Map
WALGREEN EASTERN CO INC,1046 YONKERS AVE.,,"YONKERS, NY 10704",66 miles,Map
THE STOP & SHOP SUPERMARKT CO,111 VRENDENBURGH AVE.,,"YONKERS, NY 10704",66 miles,Map
"CVS ALBANY, L.L.C.",325 MAMARONECK AVE.,,"WHITE PLAINS, NY 10605",62 miles,Map
STOP AND SHOP PHARMACY #501,154 WESTCHESTER AVE,,"WHITE PLAINS, NY 10601",62 miles,Map
D AND B PHARMACY CORP,222 OAKRIDGE CMNS,D B A PAUL'S PHARMACY,"SOUTH SALEM, NY 10590",60 miles,Map
"G.S.P. LONGTERM CARE, INC",1567 CENTRAL PARK AVE,,"YONKERS, NY 10710",65 miles,Map
GRASSY SPRAIN PHARMACY INC,640 TUCKAHOE RD,,"YONKERS, NY 10710",66 miles,Map
"CVS ALBANY, L.L.C.",1703 CENTRAL PARK AVENUE,,"YONKERS, NY 10710",65 miles,Map
CUREX NY INC,1915 CENTRAL PARK AVE STE 1S,,"YONKERS, NY 10710",65 miles,Map
VALUE PLUS PHARMACY INC,485 TUCKAHOE ROAD,,"YONKERS, NY 10710",66 miles,Map
"CVS ALBANY, L.L.C.",2290 CENTRAL PARK AVENUE,,"YONKERS, NY 10710",65 miles,Map
HARTSDALE PHARMACY,211 E HARTSDALE AVE,,"HARTSDALE, NY 10530",64 miles,Map
"GENOVESE DRUG STORES, INC.",196 EAST HARTSDALE AVENUE,,"HARTSDALE, NY 10530",64 miles,Map
"CVS ALBANY, L.L.C.",983 CENTRAL PARK AVE.,,"SCARSDALE, NY 10583",65 miles,Map
"CVS ALBANY, L.L.C.",601 N BROADWAY,,"WHITE PLAINS, NY 10603",63 miles,Map
"CVS ALBANY, L.L.C.",450 NORTH MAIN STREET,,"ARMONK, NY 10504",63 miles,Map
"GENOVESE DRUG STORES, INC.",871 SAW MILL RIVER ROAD,,"ARDSLEY, NY 10502",67 miles,Map
MARC'S VILLAGE PHARMACY INC,31 E MAIN ST,,"ELMSFORD, NY 10523",67 miles,Map
35 VALLEY AVE LLC,35 VALLEY AVE,,"ELMSFORD, NY 10523",67 miles,Map
LEWISBORO PHARMACY INC,20 N SALEM RD,PO BOX 696,"CROSS RIVER, NY 10518",65 miles,Map
"CVS ALBANY, L.L.C.",7-11 EAST MAIN STREET,,"ELMSFORD, NY 10523",67 miles,Map
"CVS ALBANY, L.L.C.",660 COLUMBUS AVE,ROSE HILL S/C,"THORNWOOD, NY 10594",66 miles,Map
"CVS ALBANY, L.L.C.",1024 BROADWAY,THORNWOOD CENTER,"THORNWOOD, NY 10594",67 miles,Map
"CVS ALBANY, L.L.C.",10 S. BEDFORD RD.,,"MOUNT KISCO, NY 10549",67 miles,Map
NORTHERN WESTCHESTER HOSPITAL,400 E MAIN ST,,"MOUNT KISCO, NY 10549",67 miles,Map
"CVS ALBANY, L.L.C.",350 SOUTH BROADWAY,,"TARRYTOWN, NY 10591",70 miles,Map
"CVS ALBANY, L.L.C.",294 KATONAH AVENUE,,"KATONAH, NY 10536",68 miles,Map
PHELPS MEMORIAL HOSPITAL ASSOCIATION,701 NORTH BROADWAY,,"SLEEPY HOLLOW, NY 10591",71 miles,Map
DRUG MART MILLWOOD,230 SAW MILL RIVER RD,,"MILLWOOD, NY 10546",71 miles,Map
"RITE AID OF NEW YORK, INC.",1511 ROUTE 22 SUITE A,,"BREWSTER, NY 10509",73 miles,Map
ACME MARKETS INC,1511 ROUTE 22,,"BREWSTER, NY 10509",73 miles,Map
"CVS ALBANY, L.L.C.",202 S. HIGHLAND AVE.,,"OSSINING, NY 10562",72 miles,Map
"CVS ALBANY, L.L.C.",1856 PLEASANTVILLE RD.,,"BRIARCLIFF MANOR, NY 10510",72 miles,Map
SYMART DRUG CO INC,162 CROTON AVE,,"OSSINING, NY 10562",73 miles,Map
HUDSON PHARMACY & SURGICAL SUPPLIES INC,40 SPRING ST,,"OSSINING, NY 10562",73 miles,Map
HEALTHSMART,203 MAIN ST,,"OSSINING, NY 10562",73 miles,Map
"COMMUNITY PHARMACY, INC.",100 INDEPENDENT WAY STE G,,"BREWSTER, NY 10509",75 miles,Map
"CONNECTICUT CVS PHARMACY, L.L.C.",817 BANK STREET,,"NEW LONDON, CT 06320",74 miles,Map
ACME MARKETS INC,100 TRIANGLE CTR,,"YORKTOWN, NY 10598",74 miles,Map
"CVS ALBANY, L.L.C.",2000 COMMERCE STREET,,"YORKTOWN HEIGHTS, NY 10598",74 miles,Map
"RITE AID OF NEW YORK, INC.",1896 ROUTE 6,,"CARMEL, NY 10512",77 miles,Map
"CVS ALBANY, L.L.C.",100 EAST LAKE BLVD,,"MAHOPAC, NY 10541",77 miles,Map
"RITE AID OF NEW YORK, INC.",159 ROUTE 6,MAHOPAC VILLAGE CENTER,"MAHOPAC, NY 10541",77 miles,Map
"CONNECTICUT CVS PHARMACY, L.L.C.",915 POQUONNOCK RD.,,"GROTON, CT 06340",77 miles,Map
USN NAVAL SUBMARINE BASE MEDICAL,1 WAHOO AVE,SUBASE NLON BUILDING 449,"GROTON, CT 06349",79 miles,Map
JEFFERSON VALLEY PHARMACY,3693 HILL BLVD.,,"JEFFERSON VALLEY, NY 10535",78 miles,Map
"TACONIC PHARMACY, INC",3659 LEE ROAD,,"JEFFERSON VALLEY, NY 10535",79 miles,Map
ECKERD CORPORATION,180 ROUTE 52,,"CARMEL, NY 10512",81 miles,Map
ACME MARKETS INC,3071 E. MAIN ST.,,"MOHEGAN LAKE, NY 10547",80 miles,Map
"CVS ALBANY, L.L.C.",1775 E. MAIN ST.,,"MOHEGAN LAKE, NY 10547",80 miles,
"KPH HEALTHCARE SERVICES, INC.",540 GENESEE STREET,,"CHITTENANGO, NY 13037",0 miles,Map
MEDICINE SHOPPE,1315 STATE ROUTE 5 STE A,,"CHITTENANGO, NY 13037",3 miles,Map
"KPH HEALTHCARE SERVICES, INC.",41 ALBANY ST,,"CAZENOVIA, NY 13035",12 miles,Map
"KPH HEALTHCARE SERVICES, INC.",7065 MANLIUS CENTER ROAD,,"EAST SYRACUSE, NY 13057",11 miles,Map
"KPH HEALTHCARE SERVICES, INC.",7998 ROUTE 31,,"BRIDGEPORT, NY 13030",10 miles,Map
THE GOLUB CORPORATION,2515 ERIE BLVD EAST,,"SYRACUSE, NY 13214",16 miles,Map
THE GOLUB CORPORATION,142 GENESEE STREET,,"ONEIDA, NY 13421",15 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2912 JAMES STREET,,"SYRACUSE, NY 13206",16 miles,Map
ECKERD CORPORATION,1820 TEALL AVE,,"SYRACUSE, NY 13206",16 miles,Map
"WALGREEN EASTERN CO., INC.",2329 JAMES ST.,,"SYRACUSE, NY 13206",16 miles,Map
"WALGREEN EASTERN CO., INC.",1405 E GENESEE ST,,"SYRACUSE, NY 13210",17 miles,Map
"KPH HEALTHCARE SERVICES, INC.",307 NOTTINGHAM ROAD,,"SYRACUSE, NY 13210",16 miles,Map
"WALGREEN EASTERN CO., INC.",602 NOTTINGHAM RD,,"SYRACUSE, NY 13224",16 miles,Map
C&J'S NORTHSIDE PHARMACY INC,2301 TEALL AVE,,"SYRACUSE, NY 13206",17 miles,Map
"RITE AID OF NEW YORK, INC.",519 BUTTERNUT STREET,,"SYRACUSE, NY 13208",19 miles,Map
"KPH HEALTHCARE SERVICES, INC.",406 BUTTERNUT STREET,,"SYRACUSE, NY 13208",19 miles,Map
ST JOSEPHS HOSP HEALTH CTR,301 PROSPECT AVE,,"SYRACUSE, NY 13203",19 miles,Map
GRAND UNION OF SHERRILL LLC,87 E STATE ST,,"SHERRILL, NY 13461",18 miles,Map
STATE UNIVERSITY OF NEW YORK,750 EAST ADAMS STREET,LOBBY,"SYRACUSE, NY 13210",18 miles,Map
UNIVERSITY HOSPITAL-PHARMACY,750 E ADAMS ST,,"SYRACUSE, NY 13210",18 miles,Map
"TOPS PT, LLC",87 EAST STATE STREET,,"SHERRILL, NY 13461",18 miles,Map
TOPS MARKETS,700 FIRST NORTH STREET,,"SYRACUSE, NY 13208",19 miles,Map
"HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.",515 STEWART DRIVE WEST,,"NORTH SYRACUSE, NY 13212",16 miles,Map
WESTSIDE FAMILY PHARMACY LLC,216 SEYMOUR ST,,"SYRACUSE, NY 13204",19 miles,Map
"KPH HEALTHCARE SERVICES, INC.",104 LAFAYETTE ROAD,,"SYRACUSE, NY 13205",18 miles,Map
"WALGREEN EASTERN CO., INC.",4001 S SALINA ST,,"SYRACUSE, NY 13205",19 miles,Map
"KPH HEALTHCARE SERVICES, INC.",8150 THOMPSON ROAD,,"CICERO, NY 13039",18 miles,Map
ECKERD CORPORATION,5380 WEST TAFT ROAD,,"NORTH SYRACUSE, NY 13212",19 miles,Map
CMV PHARMACY INC.,14 E MAIN ST.,PO BOX 237,"MORRISVILLE, NY 13408",18 miles,Map
THE GOLUB CORPORATION,5701 E CIRCLE DR,,"CICERO, NY 13039",19 miles,Map
ECKERD CORPORATION,8379 THOMPSON ROAD.,,"CICERO, NY 13039",18 miles,Map
U & I INC USA,5236 W SENECA ST,PO BOX 1260,"VERNON, NY 13476",21 miles,Map
"WALGREEN EASTERN CO., INC.",4751 ONONDAGA BLVD,,"SYRACUSE, NY 13219",21 miles,Map
"WALGREEN EASTERN CO., INC.",5942 SOUTH SALINA STREET,,"SYRACUSE, NY 13205",19 miles,Map
"KPH HEALTHCARE SERVICES, INC.",5221 WEST TAFT ROAD,,"NORTH SYRACUSE, NY 13212",20 miles,Map
STATE UNIVERSITY OF NEW YORK,5000 WEST SENECA TPKE,SUITE A,"SYRACUSE, NY 13215",21 miles,Map
"KPH HEALTHCARE SERVICES, INC.",437 ELECTONICS PARKWAY,,"LIVERPOOL, NY 13088",21 miles,Map
"KPH HEALTHCARE SERVICES, INC.",4202 WEST GENESEE STREET,C/O PHARMACY,"SYRACUSE, NY 13219",25 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2 PRESTON ST,,"CAMDEN, NY 13316",26 miles,Map
VINCE'S PHARMACY OF CAMILLUS,240 TOWNSHIP BLVD STE 30,,"CAMILLUS, NY 13031",27 miles,Map
ECKERD CORPORATION,5335 WEST GENESEE ST STE 20,,"CAMILLUS, NY 13031",27 miles,Map
"KPH HEALTHCARE SERVICES, INC.",7608 OSWEGO ROAD,STE 21,"LIVERPOOL, NY 13090",25 miles,Map
REFRESH PHARMACY,5700 W GENESEE ST STE 106,,"CAMILLUS, NY 13031",28 miles,Map
"KPH HEALTHCARE SERVICES, INC.",9543 ROUTE 11,,"BREWERTON, NY 13029",24 miles,Map
"CVS ALBANY, L.L.C.",39 MEADOW ST.,,"CLINTON, NY 13323",31 miles,Map
"KPH HEALTHCARE SERVICES, INC.",12 FRANKLIN AVENUE,,"CLINTON, NY 13323",32 miles,Map
"KPH HEALTHCARE SERVICES, INC.",596 ROUTE 11,,"TULLY, NY 13159",28 miles,Map
THE GOLUB CORPORATION,3863 STATE ROUTE 31,,"LIVERPOOL, NY 13090",27 miles,Map
"KPH HEALTHCARE SERVICES, INC.",103 UTICA ST,,"HAMILTON, NY 13346",29 miles,Map
"RITE AID OF NEW YORK, INC.",405 ERIE BOULEVARD WEST,,"ROME, NY 13440",30 miles,Map
CMV PHARMACY INC.,1017 MADISON MARKETPLACE,,"HAMILTON, NY 13346",30 miles,Map
"WALGREEN EASTERN CO., INC.",201 S. JAMES ST.,,"ROME, NY 13440",30 miles,Map
"KPH HEALTHCARE SERVICES, INC.",21 E. GENESEE STREET,,"BALDWINSVILLE, NY 13027",32 miles,Map
COMMUNITY MEMORIAL HOSPITAL,150 BROAD ST,PHARMACY DEPARTMENT,"HAMILTON, NY 13346",31 miles,Map
ECKERD CORPORATION,113 DOWNER STREET,,"BALDWINSVILLE, NY 13027",32 miles,Map
THE GOLUB CORPORATION,4535 COMMERICAL DRIVE,,"NEW HARTFORD, NY 13413",36 miles,Map
"KPH HEALTHCARE SERVICES, INC.",1057 RT. 5 EAST,,"ELBRIDGE, NY 13060",36 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",4593 COMMERCIAL DRIVE,,"NEW HARTFORD, NY 13413",36 miles,Map
"TOPS PT, LLC",2265 DOWNER STREET,,"BALDWINSVILLE, NY 13027",33 miles,Map
STANWOOD PHARMACY INC,18 KELLOGG RD,,"NEW HARTFORD, NY 13413",38 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",808 WEST CHESTNUT STREET,,"ROME, NY 13440",31 miles,Map
ECKERD CORPORATION,46 KELLOGG ROAD,,"NEW HARTFORD, NY 13413",39 miles,Map
"WALGREEN EASTERN CO., INC.",49 KELLOGG RD,,"NEW HARTFORD, NY 13413",39 miles,Map
"RMH RETAIL PHARMACY, LLC",1500 N JAMES ST,,"ROME, NY 13440",32 miles,Map
ECKERD CORPORATION,4854 COMMERCIAL DRIVE,,"NEW HARTFORD, NY 13413",39 miles,Map
THE GOLUB CORPORATION,1790 BLACK RIVER BLVD,,"ROME, NY 13440",32 miles,Map
OSWEGO VALLEY PHARMACY INC,464 MAIN ST,,"PHOENIX, NY 13135",32 miles,Map
"CVS ALBANY, L.L.C.",139 EAST MAIN STREET,,"WATERVILLE, NY 13480",34 miles,Map
ST ELIZABETH MEDICAL CENTER,2209 GENESEE ST,C/O PHARMACY DEPT,"UTICA, NY 13501",39 miles,Map
"KPH HEALTHCARE SERVICES, INC.",40 ORISKANY BLVD,,"WHITESBORO, NY 13492",38 miles,Map
"RITE AID OF NEW YORK, INC.",1924 GENESEE STREET,,"UTICA, NY 13502",40 miles,Map
"RITE AID OF NEW YORK, INC.",141 ORISKANY BOULEVARD,,"WHITESBORO, NY 13492",38 miles,Map
THE GOLUB CORPORATION,1917 GENESEE STREET,,"UTICA, NY 13501",40 miles,Map
FAXTON - ST. LUKE'S HC/MOHAWK VALLEY HEALTH SYSTEM,1676 SUNSET AVE,,"UTICA, NY 13502",40 miles,Map
"HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.",9225 RIVER RD,PO BOX 171,"MARCY, NY 13403",39 miles,Map
"KPH HEALTHCARE SERVICES, INC.",23 FENNEL STREET,,"SKANEATELES, NY 13152",38 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",1122 MOHAWK STREET,,"UTICA, NY 13501",42 miles,Map
"CVS ALBANY, L.L.C.",27 FENNELL ST.,,"SKANEATELES, NY 13152",38 miles,Map
BOBS PHARMACY LLC,430 BLEECKER ST,,"UTICA, NY 13501",42 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2783 NYS RT 31,,"WEEDSPORT, NY 13166",45 miles,Map
"KPH HEALTHCARE SERVICES, INC.",3873 ROME ROAD,,"PULASKI, NY 13142",47 miles,Map
"KPH HEALTHCARE SERVICES, INC.",3318 MAIN STREET,,"MEXICO, NY 13114",43 miles,Map
"KPH HEALTHCARE SERVICES, INC.",14 CLINTON AVENUE,,"CORTLAND, NY 13045",46 miles,Map
GUTHRIE CORTLAND MED CTR/THE GUTHRIE CLINIC,134 HOMER AVE,,"CORTLAND, NY 13045",46 miles,Map
